SEARCH_DATE,HOTEL_ID,CHECK_IN_DATE,ELIGIBLE_IMPRESSIONS,IMPRESSIONS,TRANSITION_PAGE_OPENS,BOOKING_FORM_OPENS,BOOKINGS
2019-07-29,202997,2019-07-29,30,3,1,0,0
2019-09-01,150594,2019-09-01,344,109,20,2,0
2019-08-11,106015,2019-08-11,182,5,1,0,0
2019-08-18,125050,2019-08-18,39,4,1,0,0
2019-08-31,208573,2019-09-01,39,13,4,1,0
2019-09-08,124487,2019-09-13,21,4,1,0,0
2019-08-25,477755,2019-08-25,40,6,1,0,0
2019-08-17,133926,2019-08-17,58,15,3,1,0
2019-08-10,258872,2019-08-24,16,16,4,0,0
2019-08-10,216297,2019-08-10,66,16,5,0,0
2019-08-20,208144,2019-08-23,36,7,1,0,0
2019-08-28,192371,2019-08-29,5,1,0,0,0
2019-07-25,135542,2019-07-29,52,19,5,1,0
2019-08-29,171865,2019-08-29,13,2,0,0,0
2019-08-28,311299,2019-08-28,259,9,3,0,0
2019-07-15,827979,2019-07-15,35,3,1,0,0
2019-08-09,222030,2019-08-10,21,6,1,0,0
2019-07-08,107122,2019-07-08,40,4,1,0,0
2019-08-31,1026174,2019-08-31,46,21,5,1,0
2019-08-06,194338,2019-10-04,1,1,0,0,0
2019-08-09,252803,2019-08-10,39,29,5,1,0
2019-07-17,548337,2019-07-18,16,10,2,0,0
2019-09-01,616347,2019-09-01,280,30,5,0,0
2019-08-26,1781200,2019-08-27,4,1,0,0,0
2019-08-30,105446,2019-08-30,96,12,2,0,0
2019-07-17,267270,2019-07-17,35,39,11,2,0
2019-07-17,206282,2019-07-17,17,4,1,0,0
2019-09-02,145280,2019-09-02,57,12,3,0,0
2019-08-06,108487,2019-08-06,95,13,4,1,0
2019-07-08,262977,2019-07-08,26,2,0,0,0
2019-09-05,149477,2019-09-07,1,0,0,0,0
2019-09-01,115104,2019-09-01,151,23,6,1,0
2019-09-15,234761,2019-10-11,3,2,1,0,0
2019-09-05,118583,2019-09-06,372,97,27,5,0
2019-08-01,121051,2019-08-01,208,26,6,0,0
2019-07-17,242659,2019-07-20,7,3,1,0,0
2019-08-27,748199,2019-08-31,30,9,1,0,0
2019-09-05,188823,2019-09-05,102,29,8,1,0
2019-08-19,133786,2019-08-31,37,12,2,0,0
2019-09-12,138605,2019-09-12,55,14,3,1,0
2019-07-29,119776,2019-07-29,86,8,1,0,0
2019-08-21,221895,2019-08-23,1,1,0,0,0
2019-08-23,108734,2019-08-23,33,2,1,0,0
2019-07-13,277958,2019-07-13,199,12,2,0,0
2019-09-09,125707,2019-09-09,9,4,1,0,0
2019-07-19,106303,2019-07-19,137,20,4,0,0
2019-08-21,143044,2019-10-04,3,3,1,0,0
2019-08-08,213193,2019-08-30,18,7,2,0,0
2019-09-14,132747,2019-10-05,2,2,0,0,0
2019-08-09,476266,2019-08-16,101,38,9,1,0
2019-07-02,150511,2019-07-11,3,2,1,0,0
2019-07-20,326854,2019-07-20,78,47,11,1,0
2019-07-16,258374,2019-07-17,9,2,0,0,0
2019-08-02,140056,2019-08-02,58,10,2,0,0
2019-08-22,495582,2019-08-22,7,7,2,0,0
2019-08-30,328015,2019-08-30,14,1,0,0,0
2019-09-09,275857,2019-09-09,25,9,2,0,0
2019-08-14,273552,2019-08-17,13,4,1,0,0
2019-09-03,205008,2019-09-03,9,3,1,0,0
2019-09-10,112449,2019-09-14,5,1,0,0,0
2019-09-07,175624,2019-12-09,14,6,2,0,0
2019-09-01,221619,2019-09-01,17,5,1,0,0
2019-07-04,107114,2019-07-05,6,1,0,0,0
2019-08-12,341919,2019-08-12,47,11,2,0,0
2019-08-02,138130,2019-08-02,57,7,1,0,0
2019-08-17,313171,2019-08-18,13,6,1,0,0
2019-08-31,206461,2019-09-01,27,8,1,0,0
2019-08-07,228389,2019-08-08,6,4,1,0,0
2019-08-09,122162,2019-08-12,4,2,0,0,0
2019-08-09,239258,2019-08-09,30,5,1,0,0
2019-08-18,106251,2019-08-23,15,6,1,0,0
2019-08-09,202425,2019-08-30,16,3,1,0,0
2019-08-10,626298,2019-08-14,1,1,0,0,0
2019-08-24,112294,2019-10-05,6,4,1,0,0
2019-08-08,107326,2019-08-09,82,3,1,0,0
2019-08-05,309597,2019-08-05,14,1,0,0,0
2019-08-11,129024,2019-08-12,7,0,0,0,0
2019-09-05,192537,2019-09-06,6,1,0,0,0
2019-09-06,178414,2019-09-07,19,3,1,0,0
2019-08-03,543919,2019-08-03,30,1,0,0,0
2019-09-04,164829,2019-09-04,73,15,4,0,0
2019-08-05,8957,2019-11-07,1,1,0,0,0
2019-08-09,733825,2019-08-09,7,7,1,0,0
2019-09-14,105310,2019-09-14,214,52,12,1,0
2019-07-27,160658,2019-09-21,28,10,2,0,0
2019-07-03,121979,2019-07-03,48,5,1,0,0
2019-08-30,150047,2019-08-30,13,3,1,0,0
2019-08-06,161713,2019-09-19,2,2,0,0,0
2019-07-11,163192,2019-07-20,45,34,8,1,0
2019-07-03,199830,2019-08-02,3,2,0,0,0
2019-07-13,153530,2019-08-20,3,2,0,0,0
2019-08-02,117819,2019-08-03,16,2,0,0,0
2019-08-04,161138,2019-08-11,14,4,1,0,0
2019-07-22,210163,2019-07-25,7,0,0,0,0
2019-09-09,324075,2019-09-21,3,2,0,0,0
2019-08-12,750934,2019-08-17,3,1,0,0,0
2019-09-13,106292,2019-10-03,3,1,0,0,0
2019-08-31,112208,2019-08-31,280,39,11,1,0
2019-08-21,139402,2019-08-21,630,112,25,4,0
2019-08-21,188325,2019-08-24,30,5,1,0,0
2019-07-04,204756,2019-07-04,10,5,1,0,0
2019-07-23,112170,2019-07-27,76,21,4,1,0
2019-07-09,769503,2019-07-09,52,4,1,0,0
2019-09-03,122212,2019-10-13,9,6,2,0,0
2019-07-31,163373,2019-08-02,4,3,1,0,0
2019-08-01,342660,2019-08-01,28,4,1,0,0
2019-08-30,247162,2019-08-30,94,6,2,0,0
2019-09-12,126361,2019-09-12,75,11,2,0,0
2019-09-05,579747,2019-09-07,5,4,1,0,0
2019-08-14,195397,2019-08-20,5,1,0,0,0
2019-08-05,112914,2019-08-14,33,4,1,0,0
2019-07-16,129054,2019-07-25,3,0,0,0,0
2019-07-12,217417,2019-07-12,85,7,2,0,0
2019-08-11,248837,2019-08-11,62,13,2,0,0
2019-07-11,475189,2019-07-11,22,2,0,0,0
2019-09-05,210076,2019-09-05,38,11,2,0,0
2019-08-17,139394,2019-08-27,4,1,0,0,0
2019-08-29,112561,2019-08-29,66,3,1,0,0
2019-07-09,231694,2019-07-26,5,3,1,0,0
2019-09-10,114218,2019-09-10,158,8,2,0,0
2019-08-10,114523,2019-08-10,85,4,1,0,0
2019-09-07,150511,2019-09-07,428,429,101,14,0
2019-07-19,169298,2019-07-19,46,7,2,0,0
2019-07-08,142244,2019-07-23,4,4,1,0,0
2019-09-15,214967,2019-09-21,1,1,0,0,0
2019-08-04,153522,2019-08-04,65,17,3,0,0
2019-09-11,161686,2019-09-14,13,6,1,0,0
2019-07-17,222378,2019-07-17,22,1,0,0,0
2019-07-04,136897,2019-07-06,26,10,2,0,0
2019-07-23,163211,2019-07-26,94,34,10,1,0
2019-07-22,202312,2019-07-22,85,9,2,0,0
2019-08-13,209354,2019-08-15,18,1,0,0,0
2019-08-28,145357,2019-11-07,1,1,0,0,0
2019-08-01,218164,2019-08-01,10,3,0,0,0
2019-09-14,709184,2019-09-21,2,1,0,0,0
2019-08-08,273368,2019-08-09,35,7,2,0,0
2019-08-15,141951,2019-08-30,2,2,1,0,0
2019-08-30,142298,2019-08-30,55,35,7,1,0
2019-07-15,228042,2019-08-23,4,2,0,0,0
2019-09-06,204580,2019-09-06,91,26,7,1,0
2019-08-10,108983,2019-08-10,167,32,7,1,0
2019-08-15,179916,2019-08-17,1,1,0,0,0
2019-07-09,107419,2019-07-13,5,3,1,0,0
2019-07-11,195709,2019-07-11,45,6,1,0,0
2019-07-26,274219,2019-07-26,63,10,3,0,0
2019-09-05,207849,2019-09-05,104,26,5,0,0
2019-07-20,195832,2019-07-20,13,5,1,0,0
2019-07-14,260191,2019-07-31,16,11,2,0,0
2019-08-03,129915,2019-08-03,82,39,7,1,0
2019-09-10,143347,2019-09-12,14,0,0,0,0
2019-08-13,271506,2019-09-02,2,1,0,0,0
2019-07-24,111985,2019-07-24,57,9,2,0,0
2019-09-08,310190,2019-09-28,8,6,1,0,0
2019-07-06,106017,2019-07-06,275,57,12,2,0
2019-09-13,141236,2019-09-13,66,5,1,0,0
2019-07-28,443965,2019-07-29,2,3,1,0,0
2019-07-06,495605,2019-07-13,3,3,1,0,0
2019-07-09,127189,2019-07-09,75,20,3,1,0
2019-07-12,617271,2019-07-13,11,1,0,0,0
2019-08-21,192562,2019-08-21,53,15,4,0,0
2019-09-06,207149,2019-09-06,44,7,1,0,0
2019-08-29,106138,2019-09-13,13,2,0,0,0
2019-09-01,114081,2019-09-01,18,4,1,0,0
2019-08-24,128429,2019-08-24,73,11,3,0,0
2019-08-31,193622,2019-09-01,40,9,2,0,0
2019-08-29,139319,2019-08-29,25,6,1,0,0
2019-09-13,654474,2019-09-13,49,18,3,1,0
2019-08-01,139505,2019-08-02,5,2,1,0,0
2019-07-27,506782,2019-07-27,66,7,2,0,0
2019-09-09,196583,2019-11-07,15,8,1,0,0
2019-09-03,109151,2019-09-03,41,7,1,0,0
2019-07-20,265396,2019-08-27,6,4,1,0,0
2019-09-02,269690,2019-09-02,115,22,4,0,0
2019-07-10,202122,2019-07-10,26,4,1,0,0
2019-08-26,941414,2019-08-26,20,4,1,0,0
2019-08-13,175876,2019-08-13,27,2,0,0,0
2019-07-24,112996,2019-07-26,62,4,1,0,0
2019-08-26,567889,2019-10-11,2,2,0,0,0
2019-08-31,730892,2019-09-01,46,12,2,0,0
2019-08-11,169140,2019-08-11,15,1,0,0,0
2019-08-29,135542,2019-09-05,5,2,0,0,0
2019-08-05,108379,2019-08-06,30,8,2,0,0
2019-08-31,273009,2019-08-31,64,5,1,0,0
2019-07-15,308477,2019-07-26,2,2,0,0,0
2019-08-03,128987,2019-08-03,64,16,4,1,0
2019-08-30,153530,2019-08-30,61,10,2,0,0
2019-08-31,169126,2019-08-31,96,61,18,2,0
2019-08-11,499141,2019-08-11,31,3,1,0,0
2019-07-20,141548,2019-07-20,92,8,2,0,0
2019-08-16,679332,2019-08-16,27,4,1,0,0
2019-07-16,205214,2019-07-20,8,4,1,0,0
2019-07-01,107621,2019-07-01,31,3,1,0,0
2019-08-27,258872,2019-09-13,9,6,1,0,0
2019-08-06,129468,2019-08-07,15,3,1,0,0
2019-07-18,115610,2019-07-19,54,12,3,0,0
2019-08-15,124717,2019-08-16,18,8,2,0,0
2019-07-26,181007,2019-07-26,66,21,5,1,0
2019-08-29,592803,2019-08-29,22,12,3,1,0
2019-07-09,120576,2019-07-13,2,2,0,0,0
2019-07-16,105759,2019-07-26,105,34,10,1,0
2019-07-17,108059,2019-07-19,14,7,2,0,0
2019-07-31,108263,2019-08-07,5,4,1,0,0
2019-07-22,146947,2019-07-22,24,4,1,0,0
2019-08-05,119782,2019-08-05,4,1,0,0,0
2019-08-05,164844,2019-08-05,115,32,7,1,0
2019-08-19,124524,2019-08-19,132,18,5,1,0
2019-07-12,112870,2019-07-12,466,40,8,1,0
2019-08-05,324243,2019-08-05,80,11,2,0,0
2019-08-15,108091,2019-09-20,3,2,0,0,0
2019-08-03,122444,2019-08-03,42,4,1,0,0
2019-08-23,108320,2019-08-24,15,4,1,0,0
2019-08-27,525404,2019-11-16,3,1,0,0,0
2019-07-19,106421,2019-07-20,69,24,6,0,0
2019-07-16,307756,2019-07-17,12,5,1,0,0
2019-09-10,118625,2019-09-14,14,2,0,0,0
2019-07-08,127439,2019-07-09,12,6,2,0,0
2019-08-15,120764,2019-08-15,35,3,1,0,0
2019-09-03,122121,2019-09-03,36,7,1,0,0
2019-08-12,106082,2019-09-26,2,0,0,0,0
2019-08-07,108540,2019-08-19,68,15,3,0,0
2019-07-21,457208,2019-07-21,109,8,1,0,0
2019-08-04,116827,2019-08-05,54,17,5,1,0
2019-08-06,106786,2019-08-09,6,2,0,0,0
2019-09-13,117007,2019-09-13,118,17,5,0,0
2019-08-08,204297,2019-08-17,2,1,0,0,0
2019-09-01,457208,2019-09-02,8,4,1,0,0
2019-08-02,108675,2019-08-17,6,1,0,0,0
2019-08-29,455132,2019-08-30,11,4,1,0,0
2019-08-29,122683,2019-09-01,32,11,2,0,0
2019-07-12,217419,2019-07-12,135,15,3,0,0
2019-07-05,152219,2019-07-06,29,25,7,1,0
2019-08-30,202143,2019-09-07,2,2,0,0,0
2019-07-19,263216,2019-07-20,11,7,1,0,0
2019-09-04,234964,2019-09-05,25,5,1,0,0
2019-07-25,256873,2019-07-26,30,2,0,0,0
2019-07-02,117897,2019-07-03,255,59,17,3,0
2019-07-09,134976,2019-07-09,183,25,7,1,0
2019-07-26,242136,2019-07-26,211,7,1,0,0
2019-08-17,108032,2019-08-17,83,26,6,1,0
2019-09-02,142355,2019-09-02,58,14,3,0,0
2019-08-09,432897,2019-08-10,4,0,0,0,0
2019-07-13,141231,2019-07-13,286,26,6,1,0
2019-09-11,116147,2019-09-11,26,8,2,0,0
2019-08-19,204330,2019-08-19,22,2,0,0,0
2019-08-30,108379,2019-08-30,186,75,20,2,0
2019-07-05,228347,2019-07-05,50,3,1,0,0
2019-07-28,213554,2019-07-28,39,3,1,0,0
2019-08-14,194747,2019-08-14,130,13,3,0,0
2019-08-23,215479,2019-08-23,79,21,4,1,0
2019-08-01,147653,2019-08-02,34,9,2,0,0
2019-07-28,161293,2019-07-28,596,79,21,1,0
2019-07-06,495514,2019-07-14,11,5,1,0,0
2019-07-27,106494,2019-07-28,8,1,0,0,0
2019-08-14,151045,2019-08-14,23,4,1,0,0
2019-07-22,106070,2019-07-22,63,2,0,0,0
2019-07-22,345309,2019-08-29,4,4,1,0,0
2019-07-14,229390,2019-07-14,11,4,1,0,0
2019-09-06,139589,2019-09-06,205,36,11,2,0
2019-07-06,107501,2019-07-06,162,15,4,1,0
2019-08-29,150416,2019-08-29,65,9,2,0,0
2019-08-02,594616,2019-08-03,56,13,3,0,0
2019-07-03,527951,2019-07-03,28,3,1,0,0
2019-09-06,269676,2019-09-06,47,3,1,0,0
2019-07-08,115216,2019-07-20,46,4,1,0,0
2019-08-22,1033414,2019-08-22,115,8,2,0,0
2019-07-09,217648,2019-07-13,13,9,2,0,0
2019-07-01,129374,2019-07-01,61,6,1,0,0
2019-07-03,242136,2019-07-03,252,22,3,0,0
2019-07-07,232552,2019-07-07,63,14,4,1,0
2019-08-14,142352,2019-08-14,25,5,1,0,0
2019-08-12,119126,2019-08-24,13,5,1,0,0
2019-09-01,736541,2019-09-01,24,6,2,0,0
2019-07-20,106044,2019-08-17,1,1,0,0,0
2019-08-31,141840,2019-08-31,59,18,4,1,0
2019-08-27,480333,2019-08-27,9,2,0,0,0
2019-07-29,552362,2019-07-29,32,11,2,0,0
2019-09-08,108540,2019-11-29,12,8,1,0,0
2019-07-27,117390,2019-08-02,10,9,3,0,0
2019-08-22,108675,2019-09-07,2,2,0,0,0
2019-08-04,263725,2019-08-04,68,8,2,0,0
2019-08-18,223255,2019-08-19,5,1,0,0,0
2019-08-21,325997,2019-08-21,12,3,1,0,0
2019-08-30,123662,2019-08-31,21,1,0,0,0
2019-08-18,129982,2019-08-29,4,1,0,0,0
2019-07-18,108032,2019-07-19,40,13,4,1,0
2019-08-03,132292,2019-08-03,35,6,1,0,0
2019-07-05,181705,2019-07-06,16,3,1,0,0
2019-08-24,209073,2019-08-24,37,14,4,0,0
2019-09-12,199051,2019-09-16,2,0,0,0,0
2019-09-01,109620,2019-09-01,139,5,1,0,0
2019-07-01,325437,2019-07-01,22,4,1,0,0
2019-07-05,196433,2019-07-05,41,34,8,1,0
2019-07-02,108051,2019-07-03,10,1,0,0,0
2019-09-03,124452,2019-09-03,35,5,1,0,0
2019-09-04,112915,2019-09-04,579,64,17,3,0
2019-07-17,137848,2019-07-17,12,4,1,0,0
2019-07-01,312952,2019-07-01,10,2,1,0,0
2019-07-07,413925,2019-07-08,5,3,1,0,0
2019-07-07,187819,2019-07-16,3,1,0,0,0
2019-07-30,264453,2019-07-31,3,1,0,0,0
2019-07-06,127943,2019-07-06,126,45,11,2,0
2019-08-01,118338,2019-08-02,73,20,5,0,0
2019-08-13,106138,2019-08-13,113,9,2,0,0
2019-07-10,107615,2019-07-10,31,4,1,0,0
2019-07-05,750891,2019-07-05,80,14,2,0,0
2019-08-25,201535,2019-08-26,2,0,0,0,0
2019-08-04,376692,2019-09-12,1,1,0,0,0
2019-08-30,267200,2019-08-30,37,2,1,0,0
2019-09-12,510859,2019-09-12,14,0,0,0,0
2019-08-01,119708,2019-08-01,47,10,3,1,0
2019-08-01,122695,2019-09-07,12,4,1,0,0
2019-09-01,422153,2019-09-01,86,12,3,0,0
2019-09-06,220091,2019-09-07,1,0,0,0,0
2019-08-25,130323,2019-08-25,94,7,2,0,0
2019-08-21,210160,2019-08-21,64,9,1,0,0
2019-07-03,121767,2019-08-06,3,3,0,0,0
2019-07-18,116140,2019-07-20,3,3,0,0,0
2019-08-26,141810,2019-09-13,2,2,1,0,0
2019-08-28,122035,2019-08-28,40,6,2,0,0
2019-07-31,274445,2019-08-02,12,7,1,0,0
2019-07-12,194300,2019-07-12,25,2,0,0,0
2019-07-07,107312,2019-07-26,20,10,2,0,0
2019-08-13,135870,2019-08-13,44,5,1,0,0
2019-07-17,119329,2019-07-18,3,1,0,0,0
2019-07-19,192649,2019-07-20,9,2,1,0,0
2019-08-25,188640,2019-08-25,18,1,0,0,0
2019-07-16,254928,2019-07-18,6,5,1,0,0
2019-08-02,476266,2019-08-08,24,8,2,0,0
2019-07-05,193732,2019-07-05,58,12,3,0,0
2019-08-02,126019,2019-08-10,4,2,0,0,0
2019-08-27,201565,2019-08-27,37,9,3,0,0
2019-08-05,507594,2019-08-05,24,2,0,0,0
2019-09-05,137999,2019-09-06,11,2,0,0,0
2019-08-19,112071,2019-08-21,0,0,0,0,0
2019-09-05,114635,2019-09-06,68,10,3,0,0
2019-07-03,565028,2019-07-04,45,14,4,0,0
2019-07-25,123792,2019-07-25,625,41,11,1,0
2019-07-10,567245,2019-07-10,41,6,2,0,0
2019-07-17,112940,2019-07-18,31,8,2,0,0
2019-07-04,264493,2019-07-04,13,1,0,0,0
2019-09-01,234207,2019-09-01,24,5,1,0,0
2019-07-28,222030,2019-07-28,34,2,0,0,0
2019-07-27,227312,2019-07-27,37,4,1,0,0
2019-09-07,171139,2019-09-07,149,27,7,1,0
2019-08-31,201778,2019-08-31,14,5,1,0,0
2019-08-30,107318,2019-08-30,224,60,12,1,0
2019-07-19,787227,2019-08-17,2,2,0,0,0
2019-07-09,139415,2019-07-12,5,2,1,0,0
2019-07-21,538744,2019-07-22,3,1,0,0,0
2019-07-20,105930,2019-07-20,67,42,12,2,0
2019-08-23,148494,2019-08-23,30,2,0,0,0
2019-08-27,164822,2019-08-30,1,1,0,0,0
2019-07-18,182220,2019-07-26,35,18,4,0,0
2019-08-26,202827,2019-08-26,7,1,0,0,0
2019-09-12,106386,2019-09-25,4,3,1,0,0
2019-08-18,139236,2019-08-18,14,3,0,0,0
2019-09-15,191178,2019-09-15,26,2,0,0,0
2019-08-31,206648,2019-08-31,92,18,3,0,0
2019-08-15,163751,2019-08-18,18,4,1,0,0
2019-09-05,163135,2019-09-14,23,8,2,0,0
2019-09-07,352320,2019-09-07,99,21,5,1,0
2019-08-31,133149,2019-08-31,27,27,6,1,0
2019-07-02,108554,2019-07-07,12,3,1,0,0
2019-08-20,216266,2019-10-24,3,3,1,0,0
2019-08-23,308448,2019-08-23,26,7,2,0,0
2019-08-28,117936,2019-08-28,38,7,2,0,0
2019-07-03,112885,2019-07-03,97,13,2,0,0
2019-09-04,532197,2019-09-04,33,1,0,0,0
2019-09-01,561467,2019-09-01,78,30,6,1,0
2019-09-10,218538,2019-09-10,72,15,3,1,0
2019-08-28,241316,2019-08-28,48,10,2,0,0
2019-09-03,133000,2019-09-07,1,1,0,0,0
2019-07-27,946524,2019-07-27,14,6,2,0,0
2019-09-06,151856,2019-09-21,5,5,1,0,0
2019-09-10,118583,2019-09-12,2350,256,39,6,0
2019-08-28,150684,2019-08-28,40,11,2,0,0
2019-08-09,123428,2019-08-09,64,9,1,0,0
2019-07-24,415407,2019-08-05,13,3,1,0,0
2019-07-07,543409,2019-07-07,80,4,1,0,0
2019-08-08,118583,2019-08-31,113,26,5,0,0
2019-08-30,270816,2019-08-30,50,16,4,0,0
2019-07-30,454827,2019-07-30,17,1,0,0,0
2019-08-18,106039,2019-08-23,12,9,2,0,0
2019-08-16,119991,2019-08-17,1,1,0,0,0
2019-08-17,121051,2019-08-17,231,55,13,1,0
2019-07-06,124107,2019-07-19,10,10,3,1,0
2019-07-16,117603,2019-08-02,63,28,8,1,0
2019-07-18,105311,2019-08-31,3,1,0,0,0
2019-09-01,106913,2019-09-01,34,3,1,0,0
2019-09-02,216981,2019-09-02,30,3,1,0,0
2019-08-13,164092,2019-09-07,11,5,1,0,0
2019-08-16,360503,2019-08-16,99,14,3,1,0
2019-08-29,111189,2019-08-30,102,51,14,2,0
2019-09-04,105459,2019-09-05,4,1,0,0,0
2019-07-03,692985,2019-07-06,14,12,2,0,0
2019-08-23,207637,2019-08-23,74,14,4,1,0
2019-08-31,122212,2019-09-20,52,21,5,1,0
2019-08-25,139426,2019-08-25,20,4,1,0,0
2019-08-22,152043,2019-09-21,12,12,3,0,0
2019-08-21,109276,2019-08-21,120,23,5,0,0
2019-08-06,138063,2019-08-10,10,3,1,0,0
2019-08-15,106406,2019-08-16,81,19,3,0,0
2019-07-24,125186,2019-07-28,195,29,7,0,0
2019-09-14,112870,2019-09-15,42,6,1,0,0
2019-08-18,121051,2019-08-18,124,20,5,1,0
2019-08-19,771045,2019-08-21,8,6,2,0,0
2019-08-28,363956,2019-08-31,10,10,3,0,0
2019-09-14,107875,2019-09-14,23,6,2,0,0
2019-08-22,171121,2019-08-24,6,2,0,0,0
2019-08-11,188325,2019-08-13,5,2,0,0,0
2019-07-02,263209,2019-07-03,7,6,1,0,0
2019-08-17,109361,2019-10-15,2,2,0,0,0
2019-09-03,248378,2019-09-20,1,0,0,0,0
2019-07-12,126894,2019-07-25,3,2,0,0,0
2019-07-07,118989,2019-07-07,49,7,2,0,0
2019-08-24,234957,2019-08-24,43,39,6,1,0
2019-07-27,107663,2019-07-29,6,3,1,0,0
2019-08-03,189835,2019-08-14,4,1,0,0,0
2019-09-14,112068,2019-09-14,146,28,7,1,0
2019-08-02,163192,2019-08-03,50,7,2,0,0
2019-07-01,577918,2019-07-02,6,4,1,0,0
2019-07-25,116833,2019-08-01,6,2,0,0,0
2019-09-03,312330,2019-09-07,0,2,0,0,0
2019-09-04,142355,2019-09-04,70,11,3,1,0
2019-09-04,177965,2019-09-04,23,5,1,0,0
2019-08-06,107291,2019-08-06,78,10,2,0,0
2019-08-09,248471,2019-08-16,18,6,1,0,0
2019-08-31,175984,2019-08-31,57,24,5,1,0
2019-08-23,819031,2019-09-25,1,1,0,0,0
2019-09-04,495545,2019-09-05,19,2,0,0,0
2019-08-31,206539,2019-08-31,22,18,5,0,0
2019-08-15,108570,2019-08-17,18,7,2,0,0
2019-08-09,308826,2019-08-10,6,2,0,0,0
2019-07-13,132270,2019-07-13,101,17,3,0,0
2019-08-15,139341,2019-08-16,14,5,1,0,0
2019-09-03,273120,2019-09-04,3,3,1,0,0
2019-07-16,117931,2019-07-17,5,2,1,0,0
2019-09-13,208716,2019-09-14,6,1,0,0,0
2019-07-30,106400,2019-07-30,19,2,0,0,0
2019-07-19,227029,2019-07-19,108,14,3,1,0
2019-07-18,138094,2019-08-02,1,1,0,0,0
2019-08-13,326850,2019-12-06,1,1,0,0,0
2019-07-08,309391,2019-07-09,5,2,0,0,0
2019-07-31,124971,2019-08-02,4,1,0,0,0
2019-09-09,495490,2019-09-09,24,3,1,0,0
2019-09-06,136296,2019-09-07,3,1,0,0,0
2019-08-14,134842,2019-08-17,7,7,2,0,0
2019-08-10,132904,2019-08-10,59,6,1,0,0
2019-07-19,236197,2019-07-20,30,6,1,0,0
2019-09-02,233603,2019-09-02,71,35,8,0,0
2019-08-16,130527,2019-08-16,47,9,2,0,0
2019-09-08,123114,2019-10-05,12,7,2,0,0
2019-07-17,531506,2019-07-18,24,5,1,0,0
2019-09-06,123502,2019-10-25,1,1,0,0,0
2019-08-20,267577,2019-08-20,17,6,2,0,0
2019-07-20,270638,2019-07-27,2,1,0,0,0
2019-07-07,169080,2019-07-07,80,9,2,0,0
2019-09-12,142308,2019-09-12,33,6,1,0,0
2019-08-09,628692,2019-08-10,18,7,1,0,0
2019-07-06,171192,2019-07-06,46,5,1,0,0
2019-08-07,953685,2019-08-10,14,3,1,0,0
2019-07-11,736532,2019-07-22,1,1,0,0,0
2019-09-01,200546,2019-09-02,8,1,0,0,0
2019-08-01,123195,2019-08-13,10,2,0,0,0
2019-07-10,239691,2019-07-22,7,2,0,0,0
2019-08-19,493861,2019-08-24,4,4,1,0,0
2019-08-04,226021,2019-08-04,26,5,1,0,0
2019-08-19,113139,2019-08-19,54,7,1,0,0
2019-07-05,215034,2019-07-05,58,14,3,0,0
2019-08-05,164171,2019-08-17,11,3,1,0,0
2019-08-22,674891,2019-08-22,24,2,0,0,0
2019-09-07,151498,2019-09-07,73,26,6,1,0
2019-07-26,121157,2019-07-26,125,49,10,2,0
2019-07-27,218705,2019-07-31,5,2,0,0,0
2019-08-26,231542,2019-09-01,3,2,1,0,0
2019-07-28,200932,2019-07-28,27,5,1,0,0
2019-08-22,163167,2019-09-01,58,4,1,0,0
2019-08-28,193877,2019-08-28,14,1,0,0,0
2019-08-16,133786,2019-08-31,17,3,1,0,0
2019-08-20,132308,2019-10-04,2,1,0,0,0
2019-08-18,725392,2019-08-18,24,2,0,0,0
2019-08-13,196456,2019-08-16,2,2,0,0,0
2019-09-14,217984,2019-09-15,9,2,0,0,0
2019-08-15,115246,2019-08-15,46,8,1,0,0
2019-08-10,163406,2019-08-16,2,1,0,0,0
2019-08-01,536490,2019-08-01,33,5,1,0,0
2019-09-08,105528,2019-09-08,64,26,5,0,0
2019-08-04,122218,2019-08-04,59,48,14,2,0
2019-07-01,333039,2019-07-01,27,6,1,0,0
2019-08-03,130280,2019-08-04,20,5,1,0,0
2019-08-31,149046,2019-08-31,55,28,4,1,0
2019-07-11,170341,2019-07-11,54,7,2,0,0
2019-09-04,597268,2019-09-04,12,2,1,0,0
2019-09-03,201985,2019-09-03,33,4,1,0,0
2019-08-18,146444,2019-08-18,44,8,1,0,0
2019-09-15,107509,2019-09-15,142,11,3,0,0
2019-07-17,194975,2019-07-17,493,93,16,1,0
2019-07-19,128424,2019-07-20,11,1,0,0,0
2019-08-22,109186,2019-08-22,70,6,1,0,0
2019-08-07,132092,2019-08-08,57,16,4,1,0
2019-09-05,173607,2019-09-07,1,1,0,0,0
2019-09-14,201964,2019-09-14,16,4,1,0,0
2019-08-07,115100,2019-11-01,4,3,1,0,0
2019-07-24,145246,2019-07-24,6,3,0,0,0
2019-08-13,126908,2019-08-13,97,20,4,1,0
2019-07-06,117134,2019-07-06,70,23,4,0,0
2019-08-03,118422,2019-08-03,70,10,2,0,0
2019-09-05,148850,2019-09-07,9,3,1,0,0
2019-09-13,613285,2019-09-13,32,5,1,0,0
2019-08-03,274436,2019-08-03,59,13,4,1,0
2019-07-15,846144,2019-07-25,3,2,0,0,0
2019-08-28,120929,2019-08-31,2,1,0,0,0
2019-09-04,250286,2019-09-05,7,2,0,0,0
2019-08-08,163970,2019-08-10,6,2,0,0,0
